State,County,cooling system type,climate zone,PUE mean,WR_CaseB_DWSF_L_per_kWh,WR_SWI_L_per_kWh
Georgia,Stephens County,5,4A,1.62745,-9.266927906,0.68569648
Georgia,Stephens County,6,4A,1.5598,-9.266927906,0.68569648
Georgia,Stephens County,7,4A,1.77255,-9.266927906,0.68569648
Georgia,Stephens County,8,4A,1.8474,-9.266927906,0.68569648
Georgia,Stephens County,9,4A,1.9314,-9.266927906,0.68569648
Georgia,Stephens County,10,4A,2.1151,-9.266927906,0.68569648
Georgia,Stephens County,11,4A,1.28235,-9.266927906,0.68569648
Georgia,Stephens County,12,4A,1.43915,-9.266927906,0.68569648
Georgia,Stephens County,13,4A,1.36535,-9.266927906,0.68569648
Georgia,Stephens County,14,4A,1.5873,-9.266927906,0.68569648
Georgia,Stewart County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Stewart County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Stewart County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Stewart County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Stewart County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Stewart County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Stewart County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Stewart County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Stewart County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Stewart County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Stewart County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Stewart County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Stewart County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Stewart County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Sumter County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Sumter County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Sumter County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Sumter County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Sumter County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Sumter County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Sumter County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Sumter County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Sumter County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Sumter County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Sumter County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Sumter County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Sumter County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Sumter County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Talbot County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Talbot County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Talbot County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Talbot County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Talbot County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Talbot County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Talbot County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Talbot County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Talbot County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Talbot County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Talbot County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Talbot County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Talbot County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Talbot County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Taliaferro County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Taliaferro County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Taliaferro County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Taliaferro County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Taliaferro County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Taliaferro County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Taliaferro County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Taliaferro County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Taliaferro County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Taliaferro County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Taliaferro County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Taliaferro County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Taliaferro County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Taliaferro County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Tattnall County,1,2A,1.2454,15.08772152,25.29053994
Georgia,Tattnall County,2,2A,1.18025,15.08772152,25.29053994
Georgia,Tattnall County,3,2A,1.58525,15.08772152,25.29053994
Georgia,Tattnall County,4,2A,1.4445,15.08772152,25.29053994
Georgia,Tattnall County,5,2A,1.6482,15.08772152,25.29053994
Georgia,Tattnall County,6,2A,1.7992,15.08772152,25.29053994
Georgia,Tattnall County,7,2A,1.9688,15.08772152,25.29053994
Georgia,Tattnall County,8,2A,1.8865,15.08772152,25.29053994
Georgia,Tattnall County,9,2A,2.15985,15.08772152,25.29053994
Georgia,Tattnall County,10,2A,2.19655,15.08772152,25.29053994
Georgia,Tattnall County,11,2A,1.29975,15.08772152,25.29053994
Georgia,Tattnall County,12,2A,1.47915,15.08772152,25.29053994
Georgia,Tattnall County,13,2A,1.39785,15.08772152,25.29053994
Georgia,Tattnall County,14,2A,1.7466,15.08772152,25.29053994
Georgia,Taylor County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Taylor County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Taylor County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Taylor County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Taylor County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Taylor County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Taylor County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Taylor County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Taylor County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Taylor County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Taylor County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Taylor County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Taylor County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Taylor County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Telfair County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Telfair County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Telfair County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Telfair County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Telfair County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Telfair County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Telfair County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Telfair County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Telfair County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Telfair County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Telfair County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Telfair County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Telfair County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Telfair County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Terrell County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Terrell County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Terrell County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Terrell County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Terrell County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Terrell County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Terrell County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Terrell County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Terrell County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Terrell County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Terrell County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Terrell County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Terrell County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Terrell County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Thomas County,1,2A,1.2454,15.08772152,25.29053994
Georgia,Thomas County,2,2A,1.18025,15.08772152,25.29053994
Georgia,Thomas County,3,2A,1.58525,15.08772152,25.29053994
Georgia,Thomas County,4,2A,1.4445,15.08772152,25.29053994
Georgia,Thomas County,5,2A,1.6482,15.08772152,25.29053994
Georgia,Thomas County,6,2A,1.7992,15.08772152,25.29053994
Georgia,Thomas County,7,2A,1.9688,15.08772152,25.29053994
Georgia,Thomas County,8,2A,1.8865,15.08772152,25.29053994
Georgia,Thomas County,9,2A,2.15985,15.08772152,25.29053994
Georgia,Thomas County,10,2A,2.19655,15.08772152,25.29053994
Georgia,Thomas County,11,2A,1.29975,15.08772152,25.29053994
Georgia,Thomas County,12,2A,1.47915,15.08772152,25.29053994
Georgia,Thomas County,13,2A,1.39785,15.08772152,25.29053994
Georgia,Thomas County,14,2A,1.7466,15.08772152,25.29053994
Georgia,Tift County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Tift County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Tift County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Tift County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Tift County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Tift County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Tift County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Tift County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Tift County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Tift County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Tift County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Tift County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Tift County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Tift County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Toombs County,1,2A,1.2454,15.08772152,25.29053994
Georgia,Toombs County,2,2A,1.18025,15.08772152,25.29053994
Georgia,Toombs County,3,2A,1.58525,15.08772152,25.29053994
Georgia,Toombs County,4,2A,1.4445,15.08772152,25.29053994
Georgia,Toombs County,5,2A,1.6482,15.08772152,25.29053994
Georgia,Toombs County,6,2A,1.7992,15.08772152,25.29053994
Georgia,Toombs County,7,2A,1.9688,15.08772152,25.29053994
Georgia,Toombs County,8,2A,1.8865,15.08772152,25.29053994
Georgia,Toombs County,9,2A,2.15985,15.08772152,25.29053994
Georgia,Toombs County,10,2A,2.19655,15.08772152,25.29053994
Georgia,Toombs County,11,2A,1.29975,15.08772152,25.29053994
Georgia,Toombs County,12,2A,1.47915,15.08772152,25.29053994
Georgia,Toombs County,13,2A,1.39785,15.08772152,25.29053994
Georgia,Toombs County,14,2A,1.7466,15.08772152,25.29053994
Georgia,Towns County,1,4A,1.17335,-9.266927906,0.68569648
Georgia,Towns County,2,4A,1.14975,-9.266927906,0.68569648
Georgia,Towns County,3,4A,1.5183,-9.266927906,0.68569648
Georgia,Towns County,4,4A,1.3989,-9.266927906,0.68569648
Georgia,Towns County,5,4A,1.62745,-9.266927906,0.68569648
Georgia,Towns County,6,4A,1.5598,-9.266927906,0.68569648
Georgia,Towns County,7,4A,1.77255,-9.266927906,0.68569648
Georgia,Towns County,8,4A,1.8474,-9.266927906,0.68569648
Georgia,Towns County,9,4A,1.9314,-9.266927906,0.68569648
Georgia,Towns County,10,4A,2.1151,-9.266927906,0.68569648
Georgia,Towns County,11,4A,1.28235,-9.266927906,0.68569648
Georgia,Towns County,12,4A,1.43915,-9.266927906,0.68569648
Georgia,Towns County,13,4A,1.36535,-9.266927906,0.68569648
Georgia,Towns County,14,4A,1.5873,-9.266927906,0.68569648
Georgia,Treutlen County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Treutlen County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Treutlen County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Treutlen County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Treutlen County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Treutlen County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Treutlen County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Treutlen County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Treutlen County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Treutlen County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Treutlen County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Treutlen County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Treutlen County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Treutlen County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Troup County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Troup County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Troup County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Troup County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Troup County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Troup County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Troup County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Troup County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Troup County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Troup County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Troup County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Troup County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Troup County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Troup County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Turner County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Turner County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Turner County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Turner County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Turner County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Turner County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Turner County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Turner County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Turner County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Turner County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Turner County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Turner County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Turner County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Turner County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Twiggs County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Twiggs County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Twiggs County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Twiggs County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Twiggs County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Twiggs County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Twiggs County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Twiggs County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Twiggs County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Twiggs County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Twiggs County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Twiggs County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Twiggs County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Twiggs County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Union County,1,4A,1.17335,-9.266927906,0.68569648
Georgia,Union County,2,4A,1.14975,-9.266927906,0.68569648
Georgia,Union County,3,4A,1.5183,-9.266927906,0.68569648
Georgia,Union County,4,4A,1.3989,-9.266927906,0.68569648
Georgia,Union County,5,4A,1.62745,-9.266927906,0.68569648
Georgia,Union County,6,4A,1.5598,-9.266927906,0.68569648
Georgia,Union County,7,4A,1.77255,-9.266927906,0.68569648
Georgia,Union County,8,4A,1.8474,-9.266927906,0.68569648
Georgia,Union County,9,4A,1.9314,-9.266927906,0.68569648
Georgia,Union County,10,4A,2.1151,-9.266927906,0.68569648
Georgia,Union County,11,4A,1.28235,-9.266927906,0.68569648
Georgia,Union County,12,4A,1.43915,-9.266927906,0.68569648
Georgia,Union County,13,4A,1.36535,-9.266927906,0.68569648
Georgia,Union County,14,4A,1.5873,-9.266927906,0.68569648
Georgia,Upson County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Upson County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Upson County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Upson County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Upson County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Upson County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Upson County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Upson County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Upson County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Upson County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Upson County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Upson County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Upson County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Upson County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Walker County,1,4A,1.17335,-9.266927906,0.68569648
Georgia,Walker County,2,4A,1.14975,-9.266927906,0.68569648
Georgia,Walker County,3,4A,1.5183,-9.266927906,0.68569648
Georgia,Walker County,4,4A,1.3989,-9.266927906,0.68569648
Georgia,Walker County,5,4A,1.62745,-9.266927906,0.68569648
Georgia,Walker County,6,4A,1.5598,-9.266927906,0.68569648
Georgia,Walker County,7,4A,1.77255,-9.266927906,0.68569648
Georgia,Walker County,8,4A,1.8474,-9.266927906,0.68569648
Georgia,Walker County,9,4A,1.9314,-9.266927906,0.68569648
Georgia,Walker County,10,4A,2.1151,-9.266927906,0.68569648
Georgia,Walker County,11,4A,1.28235,-9.266927906,0.68569648
Georgia,Walker County,12,4A,1.43915,-9.266927906,0.68569648
Georgia,Walker County,13,4A,1.36535,-9.266927906,0.68569648
Georgia,Walker County,14,4A,1.5873,-9.266927906,0.68569648
Georgia,Walton County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Walton County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Walton County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Walton County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Walton County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Walton County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Walton County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Walton County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Walton County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Walton County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Walton County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Walton County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Walton County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Walton County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Ware County,1,2A,1.2454,15.08772152,25.29053994
Georgia,Ware County,2,2A,1.18025,15.08772152,25.29053994
Georgia,Ware County,3,2A,1.58525,15.08772152,25.29053994
Georgia,Ware County,4,2A,1.4445,15.08772152,25.29053994
Georgia,Ware County,5,2A,1.6482,15.08772152,25.29053994
Georgia,Ware County,6,2A,1.7992,15.08772152,25.29053994
Georgia,Ware County,7,2A,1.9688,15.08772152,25.29053994
Georgia,Ware County,8,2A,1.8865,15.08772152,25.29053994
Georgia,Ware County,9,2A,2.15985,15.08772152,25.29053994
Georgia,Ware County,10,2A,2.19655,15.08772152,25.29053994
Georgia,Ware County,11,2A,1.29975,15.08772152,25.29053994
Georgia,Ware County,12,2A,1.47915,15.08772152,25.29053994
Georgia,Ware County,13,2A,1.39785,15.08772152,25.29053994
Georgia,Ware County,14,2A,1.7466,15.08772152,25.29053994
Georgia,Warren County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Warren County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Warren County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Warren County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Warren County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Warren County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Warren County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Warren County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Warren County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Warren County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Warren County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Warren County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Warren County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Warren County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Washington County,1,3A,1.1968,-7.41320326,0.687173942
Georgia,Washington County,2,3A,1.15765,-7.41320326,0.687173942
Georgia,Washington County,3,3A,1.53995,-7.41320326,0.687173942
Georgia,Washington County,4,3A,1.4143,-7.41320326,0.687173942
Georgia,Washington County,5,3A,1.63775,-7.41320326,0.687173942
Georgia,Washington County,6,3A,1.62605,-7.41320326,0.687173942
Georgia,Washington County,7,3A,1.8597,-7.41320326,0.687173942
Georgia,Washington County,8,3A,1.87095,-7.41320326,0.687173942
Georgia,Washington County,9,3A,2.0324,-7.41320326,0.687173942
Georgia,Washington County,10,3A,2.1448,-7.41320326,0.687173942
Georgia,Washington County,11,3A,1.2664,-7.41320326,0.687173942
Georgia,Washington County,12,3A,1.4528,-7.41320326,0.687173942
Georgia,Washington County,13,3A,1.37885,-7.41320326,0.687173942
Georgia,Washington County,14,3A,1.60905,-7.41320326,0.687173942
Georgia,Wayne County,1,2A,1.2454,15.08772152,25.29053994
